Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Description,Investor Names
Secondary Market - Fidelity Bank Ltd,https://www.crunchbase.com/funding_round/fidelity-bank-ltd-secondary-market--e193c719,"Ridge, Volta, Ghana, Africa",Fidelity Bank Ltd,https://www.crunchbase.com/organization/fidelity-bank-ltd,Secondary Market,,,,2021-08-23,Fidelity Bank Limited provides banking products and services.,LeapFrog Investments
Venture Round - KPI Management Solutions,https://www.crunchbase.com/funding_round/kpi-management-solutions-series-unknown--f2bba244,"Sandown, NA - South Africa, South Africa, Africa",KPI Management Solutions,https://www.crunchbase.com/organization/kpi-management-solutions,Venture - Series Unknown,39000000,JPY,468170,2011-04-14,KPI Management Solutions helps other companies to implement business strategy and track profitability.,"Mitsubishi UFJ Financial Group, Sansei Capital Investment, SMBC Venture Capital"
Venture Round - Touch Group,https://www.crunchbase.com/funding_round/touch-group-bda0-series-unknown--c8f83af9,"Dakar, Dakar, Senegal, Africa",Touch Group,https://www.crunchbase.com/organization/touch-group-bda0,Venture - Series Unknown,,,,2021-07-06,"Touch Group is a financial aggregator which provides payments and digital services through mobile application, web and API.","CFAO GROUP, Mobility 54"
Debt Financing - Daystar Power,https://www.crunchbase.com/funding_round/daystar-power-debt-financing--62b8315d,"Ebène, Plaines Wilhems, Mauritius, Africa",Daystar Power,https://www.crunchbase.com/organization/daystar-power,Debt Financing,20000000,USD,20000000,2021-07-06,Daystar Power specialises in providing solar power and energy efficiency solutions for businesses.,International Finance Corporation
Seed Round - myFanPark,https://www.crunchbase.com/funding_round/myfanpark-seed--b470fb43,"Cape Town, NA - South Africa, South Africa, Africa",myFanPark,https://www.crunchbase.com/organization/myfanpark,Seed,,,,2021-08-19,"myFanPark enables the famous and influential to uplift, inspire, and delight their fans with unique, personalized interactions.",Seed South Capital
Seed Round - Damanesign,https://www.crunchbase.com/funding_round/damanesign-seed--94e2701e,"Morocco City, Marrakech-Tensift-Al Haouz, Morocco, Africa",Damanesign,https://www.crunchbase.com/organization/damanesign,Seed,4000000,MAD,447031,2021-07-07,Damanesign operates as a digital trust solutions startup.,Maroc Numeric Fund
Seed Round - Gamr,https://www.crunchbase.com/funding_round/gamr-seed--e76c6907,"Lagos, Lagos, Nigeria, Africa",Gamr,https://www.crunchbase.com/organization/gamr,Seed,,,,2021-08-16,Gamr is an online subscription platform that allows gamers to interact with each other and enables tournament organizers to host events.,"Adrenaline gaming, emPawa Africa"
Seed Round - Bankly,https://www.crunchbase.com/funding_round/bankly-seed--e7235317,"Lagos, Lagos, Nigeria, Africa",Bankly,https://www.crunchbase.com/organization/bankly,Seed,2000000,USD,2000000,2021-03-24,Bankly is a cash digitisation savings product that allows users top up their wallet using vouchers.,"Plug and Play Tech Center, Rising Tide Africa, The Chrysalis Capital, Vault"
Pre Seed Round - Showlove,https://www.crunchbase.com/funding_round/showlove-pre-seed--cde0e902,"Yaba, Lagos, Nigeria, Africa",Showlove,https://www.crunchbase.com/organization/showlove,Pre-Seed,300000,USD,300000,2021-08-16,"Showlove is a social platform making it fun and simple for you to request, give and receive gifts that you really want.",Fedha Capital
Venture Round - appsNmobile,https://www.crunchbase.com/funding_round/appsnmobile-series-unknown--d9f30a86,"Accra, Greater Accra, Ghana, Africa",appsNmobile,https://www.crunchbase.com/organization/appsnmobile,Venture - Series Unknown,1000000,USD,1000000,2021-05-31,appsNmobile solutions is a Payment Gateway provider and software development firm in Ghana.,Oasis Capital
Venture Round - Terragon Group,https://www.crunchbase.com/funding_round/terragon-group-series-unknown--f88337c2,"Lagos, Lagos, Nigeria, Africa",Terragon Group,https://www.crunchbase.com/organization/terragon-group,Venture - Series Unknown,,,,2021-07-01,Terragon Group is data and marketing technology company focused on Africa,VestedWorld
Non Equity Assistance - SWVL Technologies,https://www.crunchbase.com/funding_round/swvl-non-equity-assistance--77b8f354,"Cairo, Al Qahirah, Egypt, Africa",SWVL Technologies,https://www.crunchbase.com/organization/swvl,Non-equity Assistance,,,,2017-05-10,Swvl offers an app that allows customers to book fixed rate rides on buses and vans in their network.,AUC Venture Lab
Seed Round - Kemitt,https://www.crunchbase.com/funding_round/kemitt-seed--706cfbc6,"Gîza, Al Jizah, Egypt, Africa",Kemitt,https://www.crunchbase.com/organization/kemitt,Seed,,,,2021-04-15,Kemitt is an online store for furniture.,
Venture Round - EthioChicken,https://www.crunchbase.com/funding_round/ethiochicken-series-unknown--3dbca6e4,"Addis Ababa, Adis Abeba, Ethiopia, Africa",EthioChicken,https://www.crunchbase.com/organization/ethiochicken,Venture - Series Unknown,4100000,EUR,5005854,2021-06-02,EthioChicken is a poultry producing companies in East Africa.,Finnfund (Finnish Fund for Industrial Cooperation Ltd.)
Seed Round - Appetito,https://www.crunchbase.com/funding_round/appetito-seed--52821113,"Cairo, Al Qahirah, Egypt, Africa",Appetito,https://www.crunchbase.com/organization/appetito,Seed,450000,USD,450000,2021-04-19,"Appetito delivers daily fresh baked products, grocery and a wide selection of irresistible savory and sweet snacks.","Ahmed Al Alola, Jedar Capital, LoftyInc Capital Management"
Pre Seed Round - Infiuss,https://www.crunchbase.com/funding_round/infiuss-pre-seed--510f7fa4,"Apapa, Lagos, Nigeria, Africa",Infiuss,https://www.crunchbase.com/organization/infiuss,Pre-Seed,125000,USD,125000,2021-08-31,"Infiuss is a blood bank that renders campaigns, emergency blood donation and health care services.","Patrick Spaulding Ryan, PhD, Y Combinator"
Pre Seed Round - Teegara,https://www.crunchbase.com/funding_round/teegara-com-pre-seed--c9bbfbbd,"Cairo, Al Qahirah, Egypt, Africa",Teegara,https://www.crunchbase.com/organization/teegara-com,Pre-Seed,,,,2021-08-04,"Teegara is an E-commerce website, which provides household plastics and hygiene, small electrical appliances, detergents, and more.",Alex Angels
Pre Seed Round - Paynas,https://www.crunchbase.com/funding_round/paynas-pre-seed--87b997d4,"Cairo, Al Qahirah, Egypt, Africa",Paynas,https://www.crunchbase.com/organization/paynas,Pre-Seed,680000,USD,680000,2019-12-19,Paynas is a digital platform that provides businesses with a tool to boost workforce management and payroll cards for their employees.,"500 Startups, A'Z Angels, EFG EV Fintech, Egypt Ventures, Venture MENA"
Convertible Note - Buseet,https://www.crunchbase.com/funding_round/buseet-convertible-note--0237eb16,"Cairo, Al Qahirah, Egypt, Africa",Buseet,https://www.crunchbase.com/organization/buseet,Convertible Note,1100000,USD,1100000,2021-03-01,"Buseet is a planned commute aggregator, operating shared vehicles to transport daily commuters thru tech","Global Ventures, HALA Ventures, Vision Ventures"
Seed Round - Fatura,https://www.crunchbase.com/funding_round/fatura-seed--4443d9cd,"Cairo, Al Qahirah, Egypt, Africa",Fatura,https://www.crunchbase.com/organization/fatura,Seed,1000000,USD,1000000,2020-07-12,"Fatura connects wholesalers in the (FMCG) space with the retailers through its mobile app, enabling them to order the inventory instantly.","Cairo Angels, Disruptech, EFG EV Fintech"
Seed Round - Bongalow,https://www.crunchbase.com/funding_round/bongalow-seed--64b48389,"Lagos, Lagos, Nigeria, Africa",Bongalow,https://www.crunchbase.com/organization/bongalow,Seed,,,,2021-05-24,Bongalow is a mobile-powered home financing marketplace that enables Africans at home and abroad shops for the best home loan.,"ARM Labs, Future Africa, Kepple Africa Ventures, MAGIC Fund, Uncovered Fund"
Funding Round - Everlectric,https://www.crunchbase.com/funding_round/everlectric-undisclosed--46fab80a,"Pretoria, NA - South Africa, South Africa, Africa",Everlectric,https://www.crunchbase.com/organization/everlectric,Funding Round,,,,2021-09-28,Everlectric offers commercial electric vehicles and EV components to transportation industry organizations.,Sakhumnotho Group
Venture Round - Kunfabo,https://www.crunchbase.com/funding_round/kunfabo-series-unknown--940db684,"Ratoma, Conakry, Guinea, Africa",Kunfabo,https://www.crunchbase.com/organization/kunfabo,Venture - Series Unknown,,,,2021-09-24,"Kunfabo is a manufacturer Of mobile phones, gadgets and applications for African consumers.",Islamic Bank of Guinea
Debt Financing - Trella,https://www.crunchbase.com/funding_round/trella-debt-financing--966aebce,"Cairo, Al Qahirah, Egypt, Africa",Trella,https://www.crunchbase.com/organization/trella,Debt Financing,12000000,USD,12000000,2021-06-21,Trella is a b2b technology platform and trucking marketplace that connects shippers with carriers in the highly fragmented freight industry,Lendable
Post-IPO Debt - NSIA Bank,https://www.crunchbase.com/funding_round/nsia-bank-post-ipo-debt--2f3d6722,"Abidjan, Lagunes, Côte d'Ivoire, Africa",NSIA Bank,https://www.crunchbase.com/organization/nsia-bank,Post-IPO Debt,50000000,USD,50000000,2021-09-23,"NSIA Bank is a banking institution that provides services like saving and investment solutions, account opening, credit facility and more.",African Development Bank
Debt Financing - Sidian Bank,https://www.crunchbase.com/funding_round/sidian-bank-debt-financing--08f8edad,"Nairobi, Nairobi Area, Kenya, Africa",Sidian Bank,https://www.crunchbase.com/organization/sidian-bank,Debt Financing,8000000,USD,8000000,2021-09-23,"Sidian Bank offers corporate banking services such as SME banking, loans and insurance.",Oikocredit International
Pre Seed Round - Tays,https://www.crunchbase.com/funding_round/tays-pre-seed--592ca303,"Cairo, Al Qahirah, Egypt, Africa",Tays,https://www.crunchbase.com/organization/tays,Pre-Seed,,,,2021-05-23,Tays is a professional user to user networking app.,"Ashraf Bacheet, Joseph Hanna, Karen Sewasa, Khaled Nasser"
Venture Round - Dorman Long Engineering,https://www.crunchbase.com/funding_round/dorman-long-engineering-series-unknown--3c348484,"Lagos, Lagos, Nigeria, Africa",Dorman Long Engineering,https://www.crunchbase.com/organization/dorman-long-engineering,Venture - Series Unknown,,,,2021-09-15,Dorman Long Engineering is a fabrication and structural steel works company.,Africa Capitalworks (ACW)
Pre Seed Round - KUNE,https://www.crunchbase.com/funding_round/kune-pre-seed--63bd4569,"Nairobi, Nairobi Area, Kenya, Africa",KUNE,https://www.crunchbase.com/organization/kune,Pre-Seed,1100000,USD,1100000,2021-01-01,"Kune produces quality take-away meals at an affordable price and distribute them to individuals, retails, and corporate.","Century Oak Capital, Launch Africa, Pariti"
Post-IPO Debt - Ecobank,https://www.crunchbase.com/funding_round/ecobank-transnational-post-ipo-debt--77a21fd0,"Lomé, Maritime, Togo, Africa",Ecobank,https://www.crunchbase.com/organization/ecobank-transnational,Post-IPO Debt,50000000,USD,50000000,2021-07-15,Ecobank is a modern pan-African financial institution providing financial solutions.,CDC Group
Seed Round - Tejarra,https://www.crunchbase.com/funding_round/tejarra-seed--256074c6,"Cairo, Al Qahirah, Egypt, Africa",Tejarra,https://www.crunchbase.com/organization/tejarra,Seed,,,,2021-06-07,Tejarra operates as an electronics e-commerce platform.,Openner
Seed Round - Estshara,https://www.crunchbase.com/funding_round/estshara-seed--2d90ca16,"Cairo, Al Qahirah, Egypt, Africa",Estshara,https://www.crunchbase.com/organization/estshara,Seed,500000,USD,500000,2021-07-15,Estshara is a Tele-medicine platform that provides healthcare consultation online.,Egypt Ventures
Seed Round - Kwik Delivery,https://www.crunchbase.com/funding_round/africa-delivery-technologies-ltd-seed--46240550,"Lagos, Lagos, Nigeria, Africa",Kwik Delivery,https://www.crunchbase.com/organization/africa-delivery-technologies-ltd,Seed,1700000,USD,1700000,2021-03-19,"Kwik Delivery provides B2B-focused, on-demand, and last-mile delivery service in Lagos.","Denis THEBAUD, Lady Ibru, Rising Tide Africa Ltd, SC NABUBOTO, Stefano Piotti, Thorburn Investments Nigeria, UFP Fintech, Yves Guillemot"
Pre Seed Round - iSchool,https://www.crunchbase.com/funding_round/ischool-4e59-pre-seed--93c682fe,"Cairo, Al Qahirah, Egypt, Africa",iSchool,https://www.crunchbase.com/organization/ischool-4e59,Pre-Seed,160000,USD,160000,2021-06-06,"iSchool is a technology education company, that offers a parallel STEAM-based education journey to kids aging between 6-18 years old.",Edventures
Grant - Luma Law,https://www.crunchbase.com/funding_round/luma-law-grant--9ef4126a,"Johannesburg, NA - South Africa, South Africa, Africa",Luma Law,https://www.crunchbase.com/organization/luma-law,Grant,5000,USD,5000,2021-06-08,Luma Law is a functions as a chatbot service that provides practical legal information on the various legal processes.,"Seedstars, Southern Africa Innovation Support"
Grant - Mangwee,https://www.crunchbase.com/funding_round/mangwee-grant--74cf87cf,"Lusaka, NA - Zambia, Zambia, Africa",Mangwee,https://www.crunchbase.com/organization/mangwee,Grant,5000,USD,5000,2021-06-08,Mangwee is a mobile money transfer platform aimed at increasing the rate of financial inclusion.,"Seedstars, Southern Africa Innovation Support"
Post-IPO Equity - Ecobank,https://www.crunchbase.com/funding_round/ecobank-transnational-post-ipo-equity--7d3d6929,"Lomé, Maritime, Togo, Africa",Ecobank,https://www.crunchbase.com/organization/ecobank-transnational,Post-IPO Equity,75000000,USD,75000000,2021-09-06,Ecobank is a modern pan-African financial institution providing financial solutions.,Arise Invest
Grant - Astech-Congo,https://www.crunchbase.com/funding_round/astech-congo-grant--ce49f6af,"Kinshasa, Kinshasa, Congo, Democratic Republic of, Africa",Astech-Congo,https://www.crunchbase.com/organization/astech-congo,Grant,5000,USD,5000,2021-06-08,Astech-Congo is a user to stay connected to their school or university.,"Seedstars, Southern Africa Innovation Support"
Grant - UBI,https://www.crunchbase.com/funding_round/ubi-22d1-grant--0145fa46,"Maputo, Maputo, Mozambique, Africa",UBI,https://www.crunchbase.com/organization/ubi-22d1,Grant,5000,USD,5000,2021-06-08,"UBI is a digital platform that connects you to the city, making your day-to-day simpler and more filled.","Seedstars, Southern Africa Innovation Support"
Grant - Sumet,https://www.crunchbase.com/funding_round/sumet-grant--a625bf36,"Dar Es Salaam, Dar es Salaam, Tanzania, Africa",Sumet,https://www.crunchbase.com/organization/sumet,Grant,5000,USD,5000,2021-06-08,Sumet is a transforming the distribution of essential goods across the african continent.,"Seedstars, Southern Africa Innovation Support"
Non Equity Assistance - Massira,https://www.crunchbase.com/funding_round/massira-non-equity-assistance--8e176469,"Accra, Greater Accra, Ghana, Africa",Massira,https://www.crunchbase.com/organization/massira,Non-equity Assistance,,,,2021-04-20,"Massira is a social support network that support, educate and connect women, specializing in sexual, reproductive and mental health issues.",UNICEF StartUp Lab
Seed Round - NowPay,https://www.crunchbase.com/funding_round/nowpay-seed--b5864d42,"Cairo, Al Qahirah, Egypt, Africa",NowPay,https://www.crunchbase.com/organization/nowpay,Seed,2100000,USD,2100000,2020-10-12,NowPay improves the financial-wellness of corporate employees.,"4DX Ventures, 500 Startups, BECO Capital, Ebtikar, EFG EV Fintech, Endure Capital, Foundation Ventures, Gehan Fathi, MSA Capital, Plug and Play Tech Center, Quirky Ventures, Rolaco"
